DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISÃO,SUBDIVISÕES,MUNICÍPIO,ESTADO
54315110Rua Adalberto Coimbra,54315110,Rua Adalberto Coimbra,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315111Vila da Batalha,54315111,Vila da Batalha,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543151206ª Travessa Alto da Batalha,54315120,6ª Travessa Alto da Batalha,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315124Rua Mariana Pedula,54315124,Rua Mariana Pedula,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315125Rua Treze de Maio,54315125,Rua Treze de Maio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315130Rua Nova Olinda,54315130,Rua Nova Olinda,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315135Rua Monte Alegre,54315135,Rua Monte Alegre,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315143Rua Santa Maria,54315143,Rua Santa Maria,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315145Rua São Mateus,54315145,Rua São Mateus,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315146Travessa São Mateus,54315146,Travessa São Mateus,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315150Rua José Pedro de Castro,54315150,Rua José Pedro de Castro,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315160Rua Josefa Maria da Conceição,54315160,Rua Josefa Maria da Conceição,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315167Rua José de Alencar,54315167,Rua José de Alencar,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315168Travessa José de Alencar,54315168,Travessa José de Alencar,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315175Ladeira Montes dos Guararapes,54315175,Ladeira Montes dos Guararapes,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315180Rua Marilac,54315180,Rua Marilac,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315183Travessa Boa Vista,54315183,Travessa Boa Vista,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315185Rua do Campo,54315185,Rua do Campo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315190Rua São Marcos,54315190,Rua São Marcos,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315197Rua São Miguel,54315197,Rua São Miguel,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315198Travessa São Miguel,54315198,Travessa São Miguel,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315200Rua Mantena,54315200,Rua Mantena,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315205Rua Manoel Pampoula,54315205,Rua Manoel Pampoula,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315210Rua Ingá,54315210,Rua Ingá,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315230Avenida Beira Rio,54315230,Avenida Beira Rio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315240Rua do Progresso,54315240,Rua do Progresso,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315241Travessa do Progresso,54315241,Travessa do Progresso,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543152423ª Travessa do Progresso,54315242,3ª Travessa do Progresso,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315250Rua Canal,54315250,Rua Canal,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315260Rua José Inácio,54315260,Rua José Inácio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315297Rua do Quadro,54315297,Rua do Quadro,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153001ª Travessa Otávio Cruz,54315300,1ª Travessa Otávio Cruz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315301Rua Otávio Cruz,54315301,Rua Otávio Cruz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153022ª Travessa Otávio Cruz,54315302,2ª Travessa Otávio Cruz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153033ª Travessa Otávio Cruz,54315303,3ª Travessa Otávio Cruz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315320Estrada Velha do Jordão,54315320,Estrada Velha do Jordão,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315323Rua das Flores,54315323,Rua das Flores,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315325Rua Flores Bela,54315325,Rua Flores Bela,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153261ª Travessa Flores Bela,54315326,1ª Travessa Flores Bela,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153272ª Travessa Flores Bela,54315327,2ª Travessa Flores Bela,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315330Estrada dos Guararapes,54315330,Estrada dos Guararapes,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315351Travessa Manuel Leitão,54315351,Travessa Manuel Leitão,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153581ª Travessa Boa Fé,54315358,1ª Travessa Boa Fé,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543153592ª Travessa Boa Fé,54315359,2ª Travessa Boa Fé,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543154211ª Travessa Felipe Camarão,54315421,1ª Travessa Felipe Camarão,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315440Rua Coronel João David Madeira,54315440,Rua Coronel João David Madeira,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315450Rua São Lourenço,54315450,Rua São Lourenço,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315451Travessa São Lourenço,54315451,Travessa São Lourenço,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543154521ª Travessa São Lourenço,54315452,1ª Travessa São Lourenço,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543154532ª Travessa São Lourenço,54315453,2ª Travessa São Lourenço,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543154543ª Travessa São Lourenço,54315454,3ª Travessa São Lourenço,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315455Rua Alto São Lourenço,54315455,Rua Alto São Lourenço,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315460Rua Alto da Boa Esperança,54315460,Rua Alto da Boa Esperança,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315480Avenida Nossa Senhora de Fátima,54315480,Avenida Nossa Senhora de Fátima,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315490Rua São Bernardo,54315490,Rua São Bernardo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543154911ª Travessa São Bernardo,54315491,1ª Travessa São Bernardo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543154922ª Travessa São Bernardo,54315492,2ª Travessa São Bernardo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315500Rua São Pedro,54315500,Rua São Pedro,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315520Rua Alto da Paz,54315520,Rua Alto da Paz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315530Rua Tamóio,54315530,Rua Tamóio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315531Travessa Tamóio,54315531,Travessa Tamóio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315560Rua Campo dos Guararapes,54315560,Rua Campo dos Guararapes,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315570Estrada da Batalha,54315570,Estrada da Batalha,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315580Rua José Bezerra de Albuquerque,54315580,Rua José Bezerra de Albuquerque,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315610Rua Trindade,54315610,Rua Trindade,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315630Córrego do Balaio,54315630,Córrego do Balaio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315645Rua João de Deus,54315645,Rua João de Deus,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315650Rua Júlio Lobato,54315650,Rua Júlio Lobato,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54315680Rua da Liberdade,54315680,Rua da Liberdade,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320000Ladeira dos Guararapes,54320000,Ladeira dos Guararapes,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320001Rua Ladeira do Pretinho,54320001,Rua Ladeira do Pretinho,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200022ª Travessa Gonçalves Dias,54320002,2ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200033ª Travessa Gonçalves Dias,54320003,3ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200044ª Travessa Gonçalves Dias,54320004,4ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200066ª Travessa Gonçalves Dias,54320006,6ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200077ª Travessa Gonçalves Dias,54320007,7ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200088ª Travessa Gonçalves Dias,54320008,8ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200095ª Travessa Gonçalves Dias,54320009,5ª Travessa Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320010Rua da Esperança,54320010,Rua da Esperança,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320011Travessa da Esperança,54320011,Travessa da Esperança,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320015Rua Pedras Preciosas,54320015,Rua Pedras Preciosas,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320020Rua Posterior Gonçalves Dias,54320020,Rua Posterior Gonçalves Dias,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200211ª Travessa São Bento,54320021,1ª Travessa São Bento,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200222ª Travessa São Bento,54320022,2ª Travessa São Bento,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320025Rua Açucena,54320025,Rua Açucena,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320030Rua Boa Esperança,54320030,Rua Boa Esperança,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320035Rua Itanhaçú,54320035,Rua Itanhaçú,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320037Rua Jardim Seridó,54320037,Rua Jardim Seridó,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320040Rua Nossa Senhora de Lourdes,54320040,Rua Nossa Senhora de Lourdes,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320041Rua Tamandaré,54320041,Rua Tamandaré,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320042Rua Sete de Setembro,54320042,Rua Sete de Setembro,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320043Rua Santo Amaro,54320043,Rua Santo Amaro,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320055Rua Capitão José Extenso,54320055,Rua Capitão José Extenso,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320057Rua Butoporã,54320057,Rua Butoporã,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320060Rua Felipe Camarão,54320060,Rua Felipe Camarão,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320063Rua Belém do Pará,54320063,Rua Belém do Pará,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320065Rua Thiago Mendes,54320065,Rua Thiago Mendes,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320067Rua Maranata,54320067,Rua Maranata,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320070Rua Castro Alves,54320070,Rua Castro Alves,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320075Rua São Sebastião,54320075,Rua São Sebastião,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320080Rua Dezoito de Abril,54320080,Rua Dezoito de Abril,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320081Travessa Dezoito de Abril,54320081,Travessa Dezoito de Abril,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320085Rua das Rosas,54320085,Rua das Rosas,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320090Rua Nossa Senhora das Graças,54320090,Rua Nossa Senhora das Graças,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543200911ª Travessa Nossa Senhora das Graças,54320091,1ª Travessa Nossa Senhora das Graças,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320095Rua Pátio da Feira,54320095,Rua Pátio da Feira,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320100Rua Oito de Outubro,54320100,Rua Oito de Outubro,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320105Rua Presidente Wenceslau Braz,54320105,Rua Presidente Wenceslau Braz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320110Rua São João Batista,54320110,Rua São João Batista,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320111Rua Sargento Quintas Porto,54320111,Rua Sargento Quintas Porto,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320112Travessa Sargento Quintas Porto,54320112,Travessa Sargento Quintas Porto,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543201135ª Travessa Sargento Quintas Porto,54320113,5ª Travessa Sargento Quintas Porto,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320115Travessa Trêze de Maio,54320115,Travessa Trêze de Maio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320120Rua São Vicente,54320120,Rua São Vicente,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320125Rua Canjinha,54320125,Rua Canjinha,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320130Rua Boa Vista,54320130,Rua Boa Vista,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543201361ª Travessa do Campo do Flamengo,54320136,1ª Travessa do Campo do Flamengo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320138Rua Campo do Flamengo,54320138,Rua Campo do Flamengo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320140Rua São Joaquim,54320140,Rua São Joaquim,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543201411ª Travessa São Joaquim,54320141,1ª Travessa São Joaquim,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320150Rua Vidal de Negreiros,54320150,Rua Vidal de Negreiros,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543201511ª Travessa Vidal de Negreiros,54320151,1ª Travessa Vidal de Negreiros,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543201522ª Travessa Vidal de Negreiros,54320152,2ª Travessa Vidal de Negreiros,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320160Rua Ipanema,54320160,Rua Ipanema,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320170Rua Porto Alegre,54320170,Rua Porto Alegre,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320175Rua Itarajá,54320175,Rua Itarajá,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320180Rua Riachuelo,54320180,Rua Riachuelo,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320181Rua Goianinha,54320181,Rua Goianinha,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320182Rua Acaré,54320182,Rua Acaré,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320185Travessa Nossa Senhora dos Prazeres,54320185,Travessa Nossa Senhora dos Prazeres,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320190Rua Ocidental,54320190,Rua Ocidental,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320195Rua Itaú,54320195,Rua Itaú,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320200Rua São Salvador,54320200,Rua São Salvador,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320215Rua Santa Margarida,54320215,Rua Santa Margarida,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320221Rua Nova da Paz,54320221,Rua Nova da Paz,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320225Rua das Flores,54320225,Rua das Flores,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320228Rua da Assembléia de Deus,54320228,Rua da Assembléia de Deus,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320230Rodovia BR-101 - RPA 06 | Sul,54320230,Rodovia BR-101 - RPA 06 | Sul,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320232Travessa Santo Antônio,54320232,Travessa Santo Antônio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320240Rua Santo Antônio,54320240,Rua Santo Antônio,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320245Rua Maranata Dois,54320245,Rua Maranata Dois,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320250Rua Nossa Senhora Fátima,54320250,Rua Nossa Senhora Fátima,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320255Rua Esperança,54320255,Rua Esperança,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320260Rua Joaquim Nabuco,54320260,Rua Joaquim Nabuco,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543202611ª Travessa Joaquim Nabuco,54320261,1ª Travessa Joaquim Nabuco,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
543202622ª Travessa Joaquim Nabuco,54320262,2ª Travessa Joaquim Nabuco,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
54320270Rua Badé,54320270,Rua Badé,Jardim Jordão,Distrito,DISTRITO NÃO ENCONTRADO,Jaboatão dos Guararapes,Pernambuco
